NAME,STATE,CONSTITUENCY,PARTY,GENDER,AGE,CATEGORY,EDUCATION,CRIMINAL,ASSETS,LIABILITIES,WINNER,SYMBOL,GENERAL,POSTAL,TOTAL,% of Votes Secured - Over Total Votes Polled In Constituency,% of Votes Secured - Over Total Electors In Constituency,Over Total Valid Votes Polled In Constituency,Valid Votes,Total Votes Polled In The Constituency,TOTAL ELECTORS
KARAVALI MANJUNATH. BE,Karnataka,Bangalore South,RTSMJD,MALE,40,ST,Graduate Professional,4,,,0,Ring,308,2,310,0.02,0.01,0.02,1241485,1250052,2341895
C M. SHABAZ KHAN,Karnataka,Bangalore South,YSEP,MALE,30,GENERAL,12th Pass,2,701500,0,0,Mike,295,2,297,0.02,0.01,0.02,1241485,1250052,2341895
DR.K.SUDHAKAR,Karnataka,Chikkballapur,BJP,MALE,50,GENERAL,Graduate Professional,1,334163156,203448949,1,Lotus,819588,3031,822619,53.73,41.51,53.97,1524224,1531043,1981767
M.S. RAKSHA RAMAIAH,Karnataka,Chikkballapur,INC,MALE,38,GENERAL,Post Graduate,1,,,0,Hand,657489,1670,659159,43.05,33.26,43.25,1524224,1531043,1981767
MUNIVENKATAPPA M.P,Karnataka,Chikkballapur,CPI(M),MALE,49,GENERAL,Graduate,1,1561500,0,0,"Hammer, Sickle and Star",4546,11,4557,0.3,0.23,0.3,1524224,1531043,1981767
SANDESH.G,Karnataka,Chikkballapur,IND,MALE,37,GENERAL,10th Pass,1,60950000,0,0,Mixee,588,6,594,0.04,0.03,0.04,1524224,1531043,1981767
M. MALLESH BABU,Karnataka,Kolar,JD(S),MALE,49,SC,Post Graduate,1,238631536,34492248,1,A lady farmer carrying paddy on her head,689185,2296,691481,50.96,40.01,51.24,1349397,1356814,1728198
K V GOWTHAM,Karnataka,Kolar,INC,MALE,51,SC,Graduate Professional,1,151169757,37468185,0,Hand,618700,1393,620093,45.7,35.88,45.95,1349397,1356814,1728198
SUMAN H N,Karnataka,Kolar,IND,MALE,25,SC,12th Pass,1,,,0,Tiller,6484,3,6487,0.48,0.38,0.48,1349397,1356814,1728198
MAHESH A V,Karnataka,Kolar,KRS,MALE,32,SC,Graduate,2,3673545,1000000,0,Battery Torch,1035,30,1065,0.08,0.06,0.08,1349397,1356814,1728198
RAJMOHAN UNNITHAN,Kerala,Kasaragod,INC,MALE,70,GENERAL,Graduate,6,32432135,678829,1,Hand,487637,3022,490659,43.92,33.71,44.39,1105434,1117221,1455530
ANEESH PAYYANNUR,Kerala,Kasaragod,IND,MALE,37,SC,10th Pass,3,1193520,113000,0,Auto- rickshaw,744,15,759,0.07,0.05,0.07,1105434,1117221,1455530
K. SUDHAKARAN,Kerala,Kannur,INC,MALE,75,GENERAL,Post Graduate,14,,,1,Hand,512266,6258,518524,48.63,38.04,49.15,1054982,1066171,1363080
M.V. JAYARAJAN,Kerala,Kannur,CPI(M),MALE,63,GENERAL,Graduate Professional,9,14448542,0,0,"Hammer, Sickle and Star",402614,6928,409542,38.41,30.05,38.82,1054982,1066171,1363080
C. RAGHUNATH,Kerala,Kannur,BJP,MALE,67,GENERAL,Post Graduate,2,,,0,Lotus,118352,1524,119876,11.24,8.79,11.36,1054982,1066171,1363080
SHAFI PARAMBIL,Kerala,Vadakara,INC,MALE,41,GENERAL,Post Graduate,47,,,1,Hand,552490,5038,557528,49.37,39.13,49.78,1120038,1129256,1424792
PRAPHUL KRISHNAN,Kerala,Vadakara,BJP,MALE,38,GENERAL,Post Graduate,6,,,0,Lotus,110701,1278,111979,9.92,7.86,10,1120038,1129256,1424792
RAHUL GANDHI,Kerala,Wayanad,INC,MALE,53,GENERAL,Post Graduate,18,,,1,Hand,642299,5146,647445,59.59,44.21,60.08,1077654,1086459,1464472
RAHUL GANDHI,Kerala,Wayanad,INC,MALE,53,GENERAL,Post Graduate,18,203961862,4979184,1,Hand,642299,5146,647445,59.59,44.21,60.08,1077654,1086459,1464472
ANNIE RAJA,Kerala,Wayanad,CPI,FEMALE,60,GENERAL,Graduate,1,16112844,0,0,Ears of corn and sickle,280594,2429,283023,26.05,19.33,26.26,1077654,1086459,1464472
K SURENDRAN,Kerala,Wayanad,BJP,MALE,54,GENERAL,Graduate,243,10085808,1053975,0,Lotus,139868,1177,141045,12.98,9.63,13.09,1077654,1086459,1464472
P.R KRISHNANKUTTY,Kerala,Wayanad,BSP,MALE,68,SC,5th Pass,1,,,0,Elephant,1946,27,1973,0.18,0.13,0.18,1077654,1086459,1464472
P RADHAKRISHNAN,Kerala,Wayanad,IND,MALE,42,GENERAL,Graduate Professional,1,,,0,Pot,555,7,562,0.05,0.04,0.05,1077654,1086459,1464472
P RADHAKRISHNAN,Kerala,Wayanad,IND,MALE,42,GENERAL,12th Pass,1,191300,0,0,Pot,555,7,562,0.05,0.04,0.05,1077654,1086459,1464472
M. K. RAGHAVAN,Kerala,Kozhikode,INC,MALE,71,GENERAL,Graduate,4,,,1,Hand,515608,4813,520421,47.62,36.33,48.02,1083734,1092977,1432508
ELAMARAM KAREEM,Kerala,Kozhikode,CPI(M),MALE,70,GENERAL,12th Pass,2,,,0,"Hammer, Sickle and Star",369884,4361,374245,34.24,26.13,34.53,1083734,1092977,1432508
E.T. MOHAMMED BASHEER,Kerala,Malappuram,IUML,MALE,77,GENERAL,10th Pass,1,,,1,Ladder,640269,3737,644006,59.22,43.49,59.72,1078416,1087395,1480714
V. VASEEF,Kerala,Malappuram,CPI(M),MALE,40,GENERAL,Post Graduate,9,,,0,"Hammer, Sickle and Star",341510,2378,343888,31.62,23.22,31.89,1078416,1087395,1480714
ABDULSALAM S/O MUHAMMED HAJI,Kerala,Malappuram,IND,MALE,65,GENERAL,8th Pass,1,10001900,2300000,0,Laptop,771,12,783,0.07,0.05,0.07,1078416,1087395,1480714
THRISSUR NAZEER,Kerala,Malappuram,IND,MALE,61,GENERAL,10th Pass,1,30000,0,0,Harmonium,459,25,484,0.04,0.03,0.04,1078416,1087395,1480714
DR. M.P ABDUSSAMAD SAMADANI,Kerala,Ponnani,IUML,MALE,65,GENERAL,Doctorate,1,21977344,0,1,Ladder,559570,2946,562516,54.79,38.23,55.16,1019735,1026616,1471260
K.S HAMZA,Kerala,Ponnani,CPI(M),MALE,56,GENERAL,Graduate,1,34800808,19358142,0,"Hammer, Sickle and Star",324562,2194,326756,31.83,22.21,32.04,1019735,1026616,1471260
ADV. NIVEDIDA,Kerala,Ponnani,BJP,FEMALE,53,GENERAL,Post Graduate,5,95633596,6369577,0,Lotus,123733,1065,124798,12.16,8.48,12.24,1019735,1026616,1471260
V K SREEKANDAN,Kerala,Palakkad,INC,MALE,54,GENERAL,Graduate,5,12421358,5462812,1,Hand,418072,3097,421169,40.54,30.06,41.01,1027043,1038946,1400914
A VIJAYARAGHAVAN,Kerala,Palakkad,CPI(M),MALE,67,GENERAL,Graduate Professional,1,11151017,0,0,"Hammer, Sickle and Star",342798,3088,345886,33.29,24.69,33.68,1027043,1038946,1400914
C KRISHNAKUMAR,Kerala,Palakkad,BJP,MALE,52,GENERAL,Graduate,30,,,0,Lotus,249568,2210,251778,24.23,17.97,24.51,1027043,1038946,1400914
N S K PURAM SASIKUMAR,Kerala,Palakkad,IND,MALE,46,GENERAL,8th Pass,1,,,0,Ganna kisan,1151,26,1177,0.11,0.08,0.11,1027043,1038946,1400914
RAMYA HARIDAS,Kerala,Alathur,INC,FEMALE,38,SC,10th Pass,9,,,0,Hand,379231,4105,383336,38.57,28.6,39.11,980235,993759,1340183
SURESH GOPI,Kerala,Thrissur,BJP,MALE,65,GENERAL,Post Graduate,4,185815323,12916425,1,Lotus,409302,3036,412338,37.74,27.79,38.01,1084804,1092574,1483783
ADV V S SUNILKUMAR,Kerala,Thrissur,CPI,MALE,56,GENERAL,Graduate Professional,2,6407442,2200000,0,Ears of corn and sickle,334462,3190,337652,30.9,22.76,31.13,1084804,1092574,1483783
K MURALEEDHARAN,Kerala,Thrissur,INC,MALE,67,GENERAL,Graduate,9,134095491,336000,0,Hand,324810,3314,328124,30.03,22.11,30.25,1084804,1092574,1483783
M S JAFARGHAN,Kerala,Thrissur,IND,MALE,37,GENERAL,12th Pass,4,2655000,0,0,Ganna kisan,689,9,698,0.06,0.05,0.06,1084804,1092574,1483783
BENNY BEHANAN,Kerala,Chalakudy,INC,MALE,71,GENERAL,Graduate,5,35020209,7893411,1,Hand,390216,3955,394171,41.34,30.06,41.79,943224,953520,1311257
BOSCO KALAMASSERY,Kerala,Chalakudy,IND,MALE,39,GENERAL,10th Pass,2,4499302,65000,0,Camera,1071,16,1087,0.11,0.08,0.12,943224,953520,1311257
HIBI EDEN,Kerala,Ernakulam,INC,MALE,40,GENERAL,Graduate,10,,,1,Hand,478989,3328,482317,52.94,36.41,53.43,902744,911035,1324757
DR. K. S. RADHAKRISHNAN,Kerala,Ernakulam,BJP,MALE,69,GENERAL,Doctorate,211,15499146,0,0,Lotus,143573,927,144500,15.86,10.91,16.01,902744,911035,1324757
ROHIT KRISHNAN,Kerala,Ernakulam,IND,MALE,30,GENERAL,Graduate,1,,,0,Laptop,408,8,416,0.05,0.03,0.05,902744,911035,1324757
BRAHMAKUMAR,Kerala,Ernakulam,SUCI,MALE,46,GENERAL,Graduate,1,,,0,Battery Torch,409,3,412,0.05,0.03,0.05,902744,911035,1324757
ADV. DEAN KURIAKOSE,Kerala,Idukki,INC,MALE,42,GENERAL,Post Graduate,88,,,1,Hand,427129,5243,432372,51.39,34.56,52.02,831138,841286,1251172
ADV. JOICE GEORGE,Kerala,Idukki,CPI(M),MALE,53,GENERAL,Post Graduate,8,21797607,0,0,"Hammer, Sickle and Star",295975,2670,298645,35.5,23.87,35.93,831138,841286,1251172
ADV. SANGEETHA VISWANATHAN,Kerala,Idukki,BDJS,FEMALE,47,GENERAL,Post Graduate,1,80267162,11574186,0,Pot,90663,660,91323,10.86,7.3,10.99,831138,841286,1251172
ADV K FRANCIS GEORGE,Kerala,Kottayam,KEC,MALE,68,GENERAL,Graduate Professional,5,95196318,1300000,1,Auto- rickshaw,358369,6262,364631,43.52,29.03,44.24,824290,837890,1256138
THOMAS CHAZHIKADAN,Kerala,Kottayam,KEC(M),MALE,71,GENERAL,Graduate,3,31650661,0,0,Two leaves,272418,4947,277365,33.1,22.08,33.65,824290,837890,1256138
SANTHOSH PULICKAL,Kerala,Kottayam,IND,MALE,37,GENERAL,10th Pass,1,185515,40000,0,Telephone,686,24,710,0.08,0.06,0.09,824290,837890,1256138
K. C VENUGOPAL,Kerala,Alappuzha,INC,MALE,61,GENERAL,Post Graduate,1,,,1,Hand,398246,6314,404560,37.85,28.76,38.48,1051338,1068949,1406689
A. M ARIFF,Kerala,Alappuzha,CPI(M),MALE,59,GENERAL,Graduate Professional,3,13216302,6095458,0,"Hammer, Sickle and Star",335596,5451,341047,31.9,24.24,32.44,1051338,1068949,1406689
ADV.K.M SHAJAHAN,Kerala,Alappuzha,IND,MALE,62,GENERAL,Post Graduate,5,,,0,Auto- rickshaw,627,55,682,0.06,0.05,0.06,1051338,1068949,1406689
KODIKUNNIL SURESH,Kerala,Mavelikkara,INC,MALE,60,SC,Graduate Professional,6,15312324,880986,1,Hand,362209,7307,369516,41.14,27.59,41.75,885088,898111,1339159
ADV ARUN KUMAR C A,Kerala,Mavelikkara,CPI,MALE,40,SC,Post Graduate,4,3749816,2149559,0,Ears of corn and sickle,352708,5940,358648,39.93,26.78,40.52,885088,898111,1339159
BAIJU KALASALA,Kerala,Mavelikkara,BDJS,MALE,52,SC,10th Pass,9,292138,0,0,Pot,140830,2154,142984,15.92,10.68,16.15,885088,898111,1339159
C MONICHEN,Kerala,Mavelikkara,IND,MALE,55,SC,10th Pass,1,3882936,785000,0,Apple,4893,81,4974,0.55,0.37,0.56,885088,898111,1339159
ANTO ANTONY,Kerala,Pathanamthitta,INC,MALE,67,GENERAL,Graduate,5,,,1,Hand,360957,6666,367623,39.89,25.64,40.35,911158,921565,1433956
DR.T.M.THOMAS ISSAC,Kerala,Pathanamthitta,CPI(M),MALE,71,GENERAL,Doctorate,6,,,0,"Hammer, Sickle and Star",297888,3616,301504,32.72,21.03,33.09,911158,921565,1433956
ANIL K.ANTONY,Kerala,Pathanamthitta,BJP,MALE,38,GENERAL,Post Graduate,1,10014578,0,0,Lotus,231172,3234,234406,25.44,16.35,25.73,911158,921565,1433956
ADV.HARIKUMAR M.K.,Kerala,Pathanamthitta,APoI,MALE,55,SC,Graduate Professional,1,6231,0,0,Coat,735,27,762,0.08,0.05,0.08,911158,921565,1433956
N K PREMACHANDRAN,Kerala,Kollam,RSP,MALE,63,GENERAL,Graduate Professional,5,31194899,3800000,1,Spade & stoker,437516,6112,443628,48.31,33.33,48.8,909145,918260,1330873
M MUKESH,Kerala,Kollam,CPI(M),MALE,67,GENERAL,Graduate,1,149808376,0,0,"Hammer, Sickle and Star",288861,4465,293326,31.94,22.04,32.26,909145,918260,1330873
KRISHNAKUMAR G,Kerala,Kollam,BJP,MALE,55,GENERAL,Graduate,1,,,0,Lotus,160956,2254,163210,17.77,12.26,17.95,909145,918260,1330873
BRO NOUSHAD SHERIFF J,Kerala,Kollam,IND,MALE,48,GENERAL,8th Pass,1,,,0,School bag,545,34,579,0.06,0.04,0.06,909145,918260,1330873
V MURALEEDHARAN,Kerala,Attingal,BJP,MALE,65,GENERAL,Graduate,5,11856416,1083437,0,Lotus,307710,4069,311779,31.59,22.25,31.96,975550,986917,1401114
SHASHI THAROOR,Kerala,Thiruvananthapuram,INC,MALE,68,GENERAL,Doctorate,12,560656126,0,1,Hand,353679,4476,358155,37.14,24.96,37.45,956230,964351,1434657
RAJEEV CHANDRASEKHAR,Kerala,Thiruvananthapuram,BJP,MALE,59,GENERAL,Doctorate,2,862973940,210536866,0,Lotus,337920,4158,342078,35.47,23.84,35.77,956230,964351,1434657
PANNIAN RAVINDRAN,Kerala,Thiruvananthapuram,CPI,MALE,78,GENERAL,5th Pass,2,1414729,0,0,Ears of corn and sickle,244433,3215,247648,25.68,17.26,25.9,956230,964351,1434657
ADV SHINE LAL M P,Kerala,Thiruvananthapuram,IND,MALE,35,GENERAL,Graduate Professional,3,,,0,Camera,1446,37,1483,0.15,0.1,0.16,956230,964351,1434657
SHAJU PALIYODU,Kerala,Thiruvananthapuram,IND,MALE,48,GENERAL,12th Pass,2,,,0,Coconut farm,348,40,388,0.04,0.03,0.04,956230,964351,1434657
RAMESH GARG,Madhya Pradesh,MORENA,BSP,MALE,65,GENERAL,10th Pass,5,,,0,Elephant,179492,177,179669,15.1,8.91,15.2,1182417,1189626,2015928
NEERAJ CHANDSORIYA,Madhya Pradesh,MORENA,ASPKR,MALE,34,SC,12th Pass,3,2059500,750000,0,Kettle,7534,10,7544,0.63,0.37,0.64,1182417,1189626,2015928
PHOOL SINGH BARAIYA,Madhya Pradesh,BHIND,INC,MALE,61,SC,Graduate Professional,2,,,0,Hand,470169,2056,472225,44.94,24.68,45.3,1042473,1050881,1913389
BHARAT PAL,Madhya Pradesh,GWALIOR,ASPKR,MALE,30,GENERAL,Post Graduate,7,13100000,2200000,0,Kettle,4138,25,4163,0.31,0.19,0.31,1339888,1345727,2160206
ER. MAHENDRA PRATAP SINGH PAL,Madhya Pradesh,GWALIOR,IND,MALE,53,GENERAL,Graduate,1,6942765,1898900,0,Mike,3777,6,3783,0.28,0.18,0.28,1339888,1345727,2160206
YASHDEV SHARMA,Madhya Pradesh,GWALIOR,IND,MALE,43,GENERAL,8th Pass,1,,,0,Toffees,2568,3,2571,0.19,0.12,0.19,1339888,1345727,2160206
YADVENDRA RAO DESHRAJ SINGH,Madhya Pradesh,GUNA,INC,MALE,39,GENERAL,Post Graduate,1,19118465,3830352,0,Hand,380909,1464,382373,27.83,20.22,28.02,1364677,1374205,1890695
HEMANT SINGH KUSHWAHA,Madhya Pradesh,GUNA,IND,MALE,58,GENERAL,12th Pass,1,,,0,Almirah,3450,3,3453,0.25,0.18,0.25,1364677,1374205,1890695
BHAIYA VIJAY PATEL (KURMI) TIRGARH BALE,Madhya Pradesh,DAMOH,BSCP,MALE,38,GENERAL,5th Pass,3,,,0,Flute,12200,17,12217,1.12,0.63,1.13,1081111,1089696,1926000
VISHNU DATT SHARMA (V.D.SHARMA),Madhya Pradesh,KHAJURAHO,BJP,MALE,54,GENERAL,Post Graduate,1,,,1,Lotus,771014,1760,772774,67.7,38.67,68.73,1124413,1141404,1998536
MOHAMMAD IMRAN,Madhya Pradesh,KHAJURAHO,RJBP,MALE,39,GENERAL,Graduate Professional,2,930000,0,0,Cauliflower,17853,20,17873,1.57,0.89,1.59,1124413,1141404,1998536
PENTER SUNMAN SINGH LODHI,Madhya Pradesh,KHAJURAHO,IND,MALE,37,GENERAL,10th Pass,4,,,0,Pan,10005,6,10011,0.88,0.5,0.89,1124413,1141404,1998536
GANESH SINGH,Madhya Pradesh,SATNA,BJP,MALE,61,GENERAL,Post Graduate,3,94681128,22864373,1,Lotus,458373,1355,459728,43.38,26.9,43.52,1056419,1059670,1708823
RANJAN GUPTA,Madhya Pradesh,REWA,RSTWDIBHRT,MALE,47,GENERAL,Post Graduate,1,,,0,Air conditioner,2151,9,2160,0.23,0.12,0.24,911193,920062,1859439
DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,BJP,MALE,66,GENERAL,Post Graduate,1,,,1,Lotus,582664,895,583559,50.8,28.75,51.05,1143048,1148762,2030095
KAMLESHWAR INDRAJIT KUMAR,Madhya Pradesh,SIDHI,INC,MALE,49,GENERAL,Graduate Professional,3,390256920,104695579,0,Hand,376336,807,377143,32.83,18.58,32.99,1143048,1148762,2030095
SUNIL TIWARI,Madhya Pradesh,SIDHI,IND,MALE,38,GENERAL,5th Pass,1,14048517,0,0,Auto- rickshaw,5694,5,5699,0.5,0.28,0.5,1143048,1148762,2030095
PHUNDE LAL SINGH MARKO,Madhya Pradesh,SHAHDOL,INC,MALE,57,ST,Post Graduate,1,26819032,9619670,0,Hand,312833,970,313803,27.22,17.65,27.71,1132652,1152862,1778158
ADVOCATE UDAY KUMAR SAHU,Madhya Pradesh,JABALPUR,GGP,MALE,53,GENERAL,Graduate Professional,1,,,0,Saw,4832,16,4848,0.42,0.26,0.42,1153559,1159005,1898180
SWATANATRA SAMAJ SEVI VINAY CHAKRAVARTI,Madhya Pradesh,JABALPUR,IND,MALE,28,GENERAL,Graduate,3,,,0,Hockey and ball,2488,3,2491,0.21,0.13,0.22,1153559,1159005,1898180
ASHOK RANA,Madhya Pradesh,JABALPUR,RaNP,MALE,67,GENERAL,Graduate,1,30965000,0,0,Pot,1226,2,1228,0.11,0.06,0.11,1153559,1159005,1898180
SANTOSH KUMAR KUSHWAHA,Madhya Pradesh,JABALPUR,IND,MALE,54,GENERAL,12th Pass,1,20000,0,0,Ice cream,1202,2,1204,0.1,0.06,0.1,1153559,1159005,1898180
MAHESH KUMAR WATTEE,Madhya Pradesh,MANDLA,GGP,MALE,55,ST,Post Graduate,2,8204500,2700000,0,Saw,37686,111,37797,2.46,1.8,2.49,1516711,1536106,2103244
SAMRAT ASHOK SINGH SARASWAR,Madhya Pradesh,BALAGHAT,INC,MALE,49,GENERAL,10th Pass,1,194967076,15740035,0,Hand,536333,1815,538148,38.92,28.69,39.26,1370770,1382786,1875760
KANKAR MUNJARE,Madhya Pradesh,BALAGHAT,BSP,MALE,72,GENERAL,Others,5,,,0,Elephant,52883,251,53134,3.84,2.83,3.88,1370770,1382786,1875760
DHANENDRA DEV PAWAR BANWARI SETH,Madhya Pradesh,BALAGHAT,IND,MALE,33,GENERAL,Graduate,1,,,0,Apple,7185,60,7245,0.52,0.39,0.53,1370770,1382786,1875760
RAJKUMAR NAGESHWER,Madhya Pradesh,BALAGHAT,IND,MALE,49,GENERAL,Graduate,1,,,0,Cot,6723,5,6728,0.49,0.36,0.49,1370770,1382786,1875760
BUNTY VIVEK SAHU,Madhya Pradesh,CHHINDWARA,BJP,MALE,45,GENERAL,Graduate,1,367731210,12241255,1,Lotus,643489,1249,644738,49.35,39.44,49.79,1294924,1306561,1634721
PAWANSHAH SARYAM,Madhya Pradesh,CHHINDWARA,IND,MALE,25,ST,12th Pass,2,440000,0,0,Air conditioner,6612,9,6621,0.51,0.41,0.51,1294924,1306561,1634721
KUSHWAHA RAJESH TANTRIK,Madhya Pradesh,CHHINDWARA,ANSP,MALE,53,GENERAL,12th Pass,1,36442000,0,0,Battery Torch,1695,3,1698,0.13,0.1,0.13,1294924,1306561,1634721
SANJAY SHARMA SANJU BHAIYA,Madhya Pradesh,HOSHANGABAD,INC,MALE,54,GENERAL,12th Pass,1,2327279636,989179205,0,Hand,379868,583,380451,30.44,20.47,30.81,1234751,1249972,1858158
SHIVRAJ SINGH CHOUHAN,Madhya Pradesh,VIDISHA,BJP,MALE,65,GENERAL,Post Graduate,1,89852874,6411905,1,Lotus,1111556,4904,1116460,76.66,57.35,77.19,1446378,1456313,1946631
SATYENDRA SINGH SISODIYA,Madhya Pradesh,VIDISHA,IND,MALE,41,GENERAL,12th Pass,1,,,0,Mike,2921,4,2925,0.2,0.15,0.2,1446378,1456313,1946631
ALOK SHARMA,Madhya Pradesh,BHOPAL,BJP,MALE,56,GENERAL,Graduate,4,,,1,Lotus,978285,2824,981109,65.41,41.94,65.77,1491664,1499928,2339411
ADVOCATE ARUN SHRIVASTAVA,Madhya Pradesh,BHOPAL,INC,MALE,63,GENERAL,Post Graduate,1,163297207,2252231,0,Hand,478698,912,479610,31.98,20.5,32.15,1491664,1499928,2339411
BABULAL SEN,Madhya Pradesh,BHOPAL,MADP,MALE,59,GENERAL,12th Pass,2,5506121,81000,0,Auto- rickshaw,718,2,720,0.05,0.03,0.05,1491664,1499928,2339411
RAMPRASAD PATEL,Madhya Pradesh,BHOPAL,KRJAP,MALE,41,GENERAL,Literate,2,,,0,Saw,572,3,575,0.04,0.02,0.04,1491664,1499928,2339411
DIGVIJAYA SINGH,Madhya Pradesh,RAJGARH,INC,MALE,77,GENERAL,Graduate Professional,17,502412166,63290421,0,Hand,610602,2052,612654,42.8,32.65,43.09,1421737,1431588,1876672
ASHOK PAWAR,Madhya Pradesh,RAJGARH,SamSP,MALE,63,SC,12th Pass,1,,,0,Electric pole,6597,17,6614,0.46,0.35,0.47,1421737,1431588,1876672
MAHENDRA SINGH SOLANKY,Madhya Pradesh,DEWAS,BJP,MALE,40,SC,Graduate Professional,2,3817399,2711920,1,Lotus,925917,3024,928941,63.2,47.8,63.68,1458715,1469943,1943559
MAHESH PARMAR,Madhya Pradesh,UJJAIN,INC,MALE,44,SC,Post Graduate,8,27722030,7479423,0,Hand,459531,713,460244,34.63,25.56,34.89,1319248,1329211,1800347
MAHESH PARMAR,Madhya Pradesh,UJJAIN,IND,MALE,46,SC,Post Graduate,8,27722030,7479423,0,Mike,2468,8,2476,0.19,0.14,0.19,1319248,1329211,1800347
SUDHEER GUPTA,Madhya Pradesh,MANDSOUR,BJP,MALE,64,GENERAL,Post Graduate,1,192884642,58453495,1,Lotus,942249,3512,945761,65.91,49.76,66.52,1421830,1434874,1900808
DILIP SINGH GURJAR,Madhya Pradesh,MANDSOUR,INC,MALE,62,GENERAL,Graduate,1,48763003,19159822,0,Hand,443622,1484,445106,31.02,23.42,31.31,1421830,1434874,1900808
KANTILAL BHURIA,Madhya Pradesh,RATLAM,INC,MALE,73,ST,Post Graduate,1,87849072,1094000,0,Hand,586904,1727,588631,38.37,28.1,39.22,1500908,1534198,2095109
SUMITRA MEDA,Madhya Pradesh,RATLAM,IND,FEMALE,39,ST,Graduate,2,630000,0,0,Coconut farm,6927,3,6930,0.45,0.33,0.46,1500908,1534198,2095109
RADHESHYAM MUVEL,Madhya Pradesh,DHAR,INC,MALE,47,ST,Post Graduate,3,32033237,3265141,0,Hand,574756,1028,575784,40.39,29.45,40.85,1409393,1425647,1955117
PORLAL BATHA KHARTE,Madhya Pradesh,KHARGONE,INC,MALE,44,ST,Graduate,3,12803186,3097666,0,Hand,683651,1194,684845,43.93,33.47,44.46,1540521,1559003,2046409
GYANESHWAR PATIL,Madhya Pradesh,KHANDWA,BJP,MALE,55,GENERAL,12th Pass,1,72237099,5446068,1,Lotus,861188,1491,862679,56.94,40.83,57.52,1499703,1514990,2112874
NARENDRA PATEL,Madhya Pradesh,KHANDWA,INC,MALE,62,GENERAL,10th Pass,1,33681610,713236,0,Hand,591540,1168,592708,39.12,28.05,39.52,1499703,1514990,2112874
LAXMI NARAYAN KATARE,Madhya Pradesh,KHANDWA,IND,MALE,54,SC,10th Pass,2,3642500,1600000,0,Auto- rickshaw,4902,3,4905,0.32,0.23,0.33,1499703,1514990,2112874
PRAKASH RATHOR BANJARA,Madhya Pradesh,KHANDWA,AJPI,MALE,39,GENERAL,5th Pass,3,14025800,9300000,0,Kettle,2368,2,2370,0.16,0.11,0.16,1499703,1514990,2112874
SUSHILKUMAR JAHANGIR PAWARA,Maharashtra,Nandurbar,IND,MALE,40,ST,Others,1,774000,3000000,0,Nagrik,8878,9,8887,0.64,0.45,0.64,1379546,1394993,1971324
ROHIDAS GEMAJI VALVI,Maharashtra,Nandurbar,IND,MALE,58,ST,Graduate,1,5812988,411238,0,Battery Torch,4941,6,4947,0.35,0.25,0.36,1379546,1394993,1971324
HEMANT MANSARAM KOLI,Maharashtra,Nandurbar,VBA,MALE,38,ST,Graduate,1,935656,0,0,Pressure cooker,4062,19,4081,0.29,0.21,0.3,1379546,1394993,1971324
BACHHAV SHOBHA DINESH,Maharashtra,Dhule,INC,FEMALE,64,GENERAL,Others,2,,,1,Hand,582492,1374,583866,47.78,28.83,48.07,1214602,1221941,2025275
BHAMRE SUBHASH RAMRAO,Maharashtra,Dhule,BJP,MALE,71,GENERAL,Post Graduate,1,187591548,0,0,Lotus,577778,2257,580035,47.47,28.64,47.76,1214602,1221941,2025275
BHARAT BABURAO JADHAV,Maharashtra,Dhule,IND,MALE,42,ST,8th Pass,3,759295,0,0,Battery Torch,19695,18,19713,1.61,0.97,1.62,1214602,1221941,2025275
SANJAY RAMESHWAR SHARMA,Maharashtra,Dhule,IND,MALE,54,GENERAL,8th Pass,5,18156052,2546328,0,Balloon,3741,5,3746,0.31,0.18,0.31,1214602,1221941,2025275
SHAFEEQUE AHEMAD MD. RAFEEQUE,Maharashtra,Dhule,IND,MALE,44,GENERAL,Graduate,1,5152832,200000,0,Diamond,3706,1,3707,0.3,0.18,0.31,1214602,1221941,2025275
MOHAMMAD ISMAIL JUMMAN,Maharashtra,Dhule,IND,MALE,64,GENERAL,5th Pass,1,,,0,Almirah,1084,1,1085,0.09,0.05,0.09,1214602,1221941,2025275
MOHAMMAD AAMEEN MOHAMMAD FARUQUE,Maharashtra,Dhule,IND,MALE,45,GENERAL,10th Pass,3,9845010,0,0,Batsman,833,2,835,0.07,0.04,0.07,1214602,1221941,2025275
YUVRAJ JADHAV (SAMBHA AAPPA),Maharashtra,Jalgaon,VBA,MALE,43,GENERAL,10th Pass,1,700649,0,0,Gas cylinder,21062,115,21177,1.81,1.06,1.83,1155634,1170653,2000402
LALIT (BANTI) SHARMA,Maharashtra,Jalgaon,IND,MALE,39,GENERAL,10th Pass,1,3057563,0,0,Bat,4189,3,4192,0.36,0.21,0.36,1155634,1170653,2000402
ADV. NAMDEO PANDURANG KOLI,Maharashtra,Jalgaon,IND,MALE,52,GENERAL,Graduate Professional,3,391216,1500000,0,Auto- rickshaw,1212,12,1224,0.1,0.06,0.11,1155634,1170653,2000402
SAGAR PRABHAKAR PATIL,Maharashtra,Raver,IND,MALE,39,GENERAL,Graduate,1,,,0,Baby walker,2932,3,2935,0.25,0.16,0.25,1167566,1173733,1823827
