NAME,STATE,CONSTITUENCY,PARTY,GENDER,AGE,CATEGORY,EDUCATION,CRIMINAL,ASSETS,LIABILITIES,WINNER,SYMBOL,GENERAL,POSTAL,TOTAL,% of Votes Secured - Over Total Votes Polled In Constituency,% of Votes Secured - Over Total Electors In Constituency,Over Total Valid Votes Polled In Constituency,Valid Votes,Total Votes Polled In The Constituency,TOTAL ELECTORS
KOMALBAI BAPURAO PATIL,Maharashtra,Raver,IND,FEMALE,42,GENERAL,10th Pass,1,3605971,0,0,Truck,1424,5,1429,0.12,0.08,0.12,1167566,1173733,1823827
DR. YOGENDRA VITTHAL KOLTE,Maharashtra,Raver,IND,MALE,46,GENERAL,Post Graduate,1,150000,0,0,Almirah,900,2,902,0.08,0.05,0.08,1167566,1173733,1823827
JADHAV PRATAPRAO GANPATRAO,Maharashtra,Buldhana,SHS,MALE,63,GENERAL,12th Pass,2,164260448,1467110,1,Bow and arrow,348289,1578,349867,31.51,19.58,31.64,1105710,1110224,1787095
NARENDRA DAGDU KHEDEKAR,Maharashtra,Buldhana,SHSUBT,MALE,58,GENERAL,Graduate Professional,1,44740087,0,0,Flaming torch,319415,973,320388,28.86,17.93,28.98,1105710,1110224,1787095
RAVIKANT CHANDRADAS TUPKAR,Maharashtra,Buldhana,IND,MALE,38,GENERAL,Graduate,11,,,0,Spanner,249042,921,249963,22.51,13.99,22.61,1105710,1110224,1787095
SANDEEP RAMRAO SHELKE,Maharashtra,Buldhana,IND,MALE,43,GENERAL,Graduate,1,,,0,Camera,12993,57,13050,1.18,0.73,1.18,1105710,1110224,1787095
VIKAS BHAI NANDAVE,Maharashtra,Buldhana,BHMS,MALE,31,SC,12th Pass,3,,,0,Bat,2322,9,2331,0.21,0.13,0.21,1105710,1110224,1787095
ANUP SANJAY DHOTRE,Maharashtra,Akola,BJP,MALE,39,GENERAL,Graduate,1,109259962,37201641,1,Lotus,454972,2058,457030,38.94,24.12,39.15,1167289,1173782,1894657
ABHAY KASHINATH PATIL,Maharashtra,Akola,INC,MALE,59,GENERAL,Graduate Professional,1,614025454,90950596,0,Hand,414557,1847,416404,35.48,21.98,35.67,1167289,1173782,1894657
AMBEDKAR PRAKASH YASHWANT,Maharashtra,Akola,VBA,MALE,69,GENERAL,Graduate Professional,6,65671169,0,0,Pressure cooker,275490,1257,276747,23.58,14.61,23.71,1167289,1173782,1894657
BALWANT BASWANT WANKHADE,Maharashtra,Amravati,INC,MALE,56,SC,12th Pass,1,17358730,3107392,1,Hand,524136,2135,526271,44.8,28.62,44.94,1171035,1174779,1838767
NAVNEET RAVI RANA,Maharashtra,Amravati,BJP,FEMALE,38,SC,10th Pass,4,175553400,102995389,0,Lotus,504806,1734,506540,43.12,27.55,43.26,1171035,1174779,1838767
DINESH GANESHDAS BUB,Maharashtra,Amravati,PHJSP,MALE,52,SC,12th Pass,4,57162498,0,0,Whistle,84985,315,85300,7.26,4.64,7.28,1171035,1174779,1838767
ANANDRAJ YASHWANT AMBEDKAR,Maharashtra,Amravati,rpsn,MALE,63,SC,Post Graduate,3,59945326,0,0,Gas cylinder,18713,80,18793,1.6,1.02,1.6,1171035,1174779,1838767
ANIL THAWARE ALIAS DR. ANILKUMAR NAGBUDDHA,Maharashtra,Amravati,IND,MALE,56,SC,Others,2,4590000,525000,0,Pen nib with seven rays,1206,0,1206,0.1,0.07,0.1,1171035,1174779,1838767
SURESH PUNDLIK MESHRAM,Maharashtra,Amravati,IND,MALE,34,SC,10th Pass,1,32000,0,0,Iron,1051,1,1052,0.09,0.06,0.09,1171035,1174779,1838767
ADV. RAJU MADHUKARRAO KALANE,Maharashtra,Amravati,BUJNBHRTP,MALE,31,SC,Graduate Professional,2,,,0,Ship,495,0,495,0.04,0.03,0.04,1171035,1174779,1838767
GHAZI SAADUDDIN ZAHEER AHMED,Maharashtra,Amravati,RUC,MALE,49,SC,12th Pass,1,,,0,Auto- rickshaw,325,6,331,0.03,0.02,0.03,1171035,1174779,1838767
BHAURAO SAMPATRAO WANKHADE,Maharashtra,Amravati,AIFB,MALE,69,SC,5th Pass,1,,,0,Lion,328,1,329,0.03,0.02,0.03,1171035,1174779,1838767
RAJESH TULSHIRAM KHADE,Maharashtra,Amravati,IND,MALE,49,SC,Graduate,1,,,0,Apple,239,0,239,0.02,0.01,0.02,1171035,1174779,1838767
RAMDAS CHANDRABHAN TADAS,Maharashtra,Wardha,BJP,MALE,71,GENERAL,10th Pass,4,110081855,10389366,0,Lotus,449599,1859,451458,41.17,26.8,41.4,1090378,1096649,1684292
ASIF,Maharashtra,Wardha,IND,MALE,31,GENERAL,5th Pass,1,142000,0,0,Boat with man and sail,15176,6,15182,1.38,0.9,1.39,1090378,1096649,1684292
POOJA PANKAJ TADAS,Maharashtra,Wardha,IND,FEMALE,32,GENERAL,Graduate Professional,3,,,0,Cot,2121,14,2135,0.19,0.13,0.2,1090378,1096649,1684292
RAJU DEONATH PARVE,Maharashtra,Ramtek,SHS,MALE,54,SC,12th Pass,1,67136646,4942283,0,Bow and arrow,535234,1023,536257,42.8,26.15,43.08,1244685,1252883,2050952
SANDIP SAHADEO MESHRAM,Maharashtra,Ramtek,BSP,MALE,41,SC,12th Pass,1,,,0,Elephant,26003,95,26098,2.08,1.27,2.1,1244685,1252883,2050952
VILAS GANESH ZODAPE,Maharashtra,Ramtek,IND,MALE,40,SC,Graduate,1,,,0,Batsman,402,5,407,0.03,0.02,0.03,1244685,1252883,2050952
NITIN JAIRAM GADKARI,Maharashtra,Nagpur,BJP,MALE,67,GENERAL,Doctorate,10,,,1,Lotus,652809,2218,655027,54.04,29.45,54.32,1205847,1212085,2224282
VIKAS THAKRE,Maharashtra,Nagpur,INC,MALE,57,GENERAL,Graduate,4,100756481,29258069,0,Hand,515941,1483,517424,42.69,23.26,42.91,1205847,1212085,2224282
FAHIM SHAMIM KHAN,Maharashtra,Nagpur,MNDP,MALE,38,GENERAL,10th Pass,3,75000,0,0,Crane,1072,1,1073,0.09,0.05,0.09,1205847,1212085,2224282
SACHIN RAMKRUSHNARAO WAGHADE,Maharashtra,Nagpur,IND,MALE,30,GENERAL,Post Graduate,1,,,0,Road roller,202,0,202,0.02,0.01,0.02,1205847,1212085,2224282
SUNIL BABURAO MENDHE,Maharashtra,Bhandara Gondiya,BJP,MALE,55,GENERAL,Others,1,,,0,Lotus,546222,3811,550033,44.44,30.05,44.91,1224805,1237812,1830399
KUMBHALKAR SANJAY BHAIYY,Maharashtra,Bhandara Gondiya,BSP,MALE,52,GENERAL,12th Pass,4,53565000,0,0,Elephant,25104,358,25462,2.06,1.39,2.08,1224805,1237812,1830399
HITESH PANDURANG MADAVI,Maharashtra,Gadchiroli - Chimur,VBA,MALE,41,ST,Post Graduate,1,4560000,1156303,0,Gas cylinder,15824,98,15922,1.36,0.98,1.38,1149783,1167912,1618690
MUNGANTIWAR SUDHIR SACCHIDANAND,Maharashtra,Chandrapur,BJP,MALE,61,GENERAL,Post Graduate,2,,,0,Lotus,456943,1061,458004,36.78,24.89,37.22,1230461,1245125,1839760
BELE RAJESH WARLUJI,Maharashtra,Chandrapur,VBA,MALE,42,GENERAL,10th Pass,1,,,0,Road roller,21934,46,21980,1.77,1.19,1.79,1230461,1245125,1839760
SANJAY NILKANTH GAWANDE,Maharashtra,Chandrapur,IND,MALE,60,SC,12th Pass,1,580000,0,0,Tyres,5087,1,5088,0.41,0.28,0.41,1230461,1245125,1839760
DIWAKAR HARIJI URADE,Maharashtra,Chandrapur,IND,MALE,55,SC,Doctorate,1,7329897,4600000,0,Coat,3221,3,3224,0.26,0.18,0.26,1230461,1245125,1839760
AMOL KOMAWAR,Maharashtra,Yavatmal- Washim,HS,MALE,46,GENERAL,10th Pass,1,,,0,Hour glass,3364,13,3377,0.28,0.17,0.28,1216139,1225601,1942461
DR ARJUNKUMAR SITARAM RATHOD,Maharashtra,Yavatmal- Washim,IND,MALE,47,GENERAL,Doctorate,2,26208000,50000,0,Gramophone,1857,6,1863,0.15,0.1,0.15,1216139,1225601,1942461
BABURAO KADAM KOHALIKAR,Maharashtra,Hingoli,SHS,MALE,55,GENERAL,Graduate,2,20725394,649017,0,Bow and arrow,382599,1334,383933,33.1,21.11,33.21,1156175,1159744,1819082
VIJAY RAMJI GABHANE,Maharashtra,Hingoli,CPI(M),MALE,60,GENERAL,Graduate,1,18930000,1800000,0,"Hammer, Sickle and Star",14617,27,14644,1.26,0.81,1.27,1156175,1159744,1819082
DEVSARKAR VARSHA SHIVAJIRAO,Maharashtra,Hingoli,BMUP,FEMALE,47,GENERAL,10th Pass,1,26790000,0,0,Cot,4081,18,4099,0.35,0.23,0.35,1156175,1159744,1819082
ADV RAVI SHINDE,Maharashtra,Hingoli,IND,MALE,44,GENERAL,Graduate Professional,2,5488869,0,0,Television,2687,14,2701,0.23,0.15,0.23,1156175,1159744,1819082
MAHESH KAILAS NAPTE,Maharashtra,Hingoli,IND,MALE,27,GENERAL,Graduate Professional,1,,,0,Truck,2298,1,2299,0.2,0.13,0.2,1156175,1159744,1819082
BHAWAR GOVINDRAO FULAJI,Maharashtra,Hingoli,IND,MALE,53,GENERAL,Graduate,1,17467000,3000000,0,Cauliflower,2138,8,2146,0.19,0.12,0.19,1156175,1159744,1819082
VIJAY DNYANBA RAUT,Maharashtra,Hingoli,IND,MALE,40,GENERAL,Post Graduate,6,5301409,0,0,Plate containing food,1115,11,1126,0.1,0.06,0.1,1156175,1159744,1819082
SUNIL DASHARATH INGOLE,Maharashtra,Hingoli,BHMS,MALE,43,SC,8th Pass,1,50000,0,0,Auto- rickshaw,1023,4,1027,0.09,0.06,0.09,1156175,1159744,1819082
RATHOD SURESH GOPINATH,Maharashtra,Nanded,IND,MALE,40,GENERAL,12th Pass,1,,,0,Road roller,806,2,808,0.07,0.04,0.07,1124626,1133958,1853532
JADHAV SANJAY ( BANDU ) HARIBHAU,Maharashtra,Parbhani,SHSUBT,MALE,57,GENERAL,10th Pass,6,,,1,Flaming torch,596871,4472,601343,45.17,28.31,45.29,1327791,1331334,2124497
JANKAR MAHADEV JAGANNATH,Maharashtra,Parbhani,RSPS,MALE,55,GENERAL,12th Pass,1,48810358,0,0,Whistle,463764,3518,467282,35.1,21.99,35.19,1327791,1331334,2124497
ALAMGIR MOHAMMAD KHAN,Maharashtra,Parbhani,BSP,MALE,43,GENERAL,Graduate,1,,,0,Elephant,10972,90,11062,0.83,0.52,0.83,1327791,1331334,2124497
SAMIR GANESHRAO DUDHGAONKAR,Maharashtra,Parbhani,IND,MALE,47,GENERAL,Post Graduate,1,23962903,3754156,0,Pressure cooker,10951,105,11056,0.83,0.52,0.83,1327791,1331334,2124497
PROF. DR. VILAS BANSIDHAR TANGADE,Maharashtra,Parbhani,IND,MALE,49,GENERAL,Doctorate,7,8900000,15000000,0,Chimney,8814,6,8820,0.66,0.42,0.66,1327791,1331334,2124497
COMRADE RAJAN KSHIRSAGAR,Maharashtra,Parbhani,CPI,MALE,56,GENERAL,Graduate,11,11535406,200000,0,Ears of corn and sickle,6627,22,6649,0.5,0.31,0.5,1327791,1331334,2124497
KISHORE RADHAKISHAN DHAGE,Maharashtra,Parbhani,IND,MALE,41,GENERAL,Graduate,6,1151751,0,0,Bat,5446,34,5480,0.41,0.26,0.41,1327791,1331334,2124497
APPASAHEB OMKAR KADAM,Maharashtra,Parbhani,IND,MALE,59,GENERAL,Others,1,27270000,5300000,0,Bucket,3883,8,3891,0.29,0.18,0.29,1327791,1331334,2124497
COMRADE GANPAT BHISE,Maharashtra,Parbhani,IND,MALE,51,SC,Graduate,6,729400,0,0,Shoe,3589,15,3604,0.27,0.17,0.27,1327791,1331334,2124497
GOVIND BHAIYYA RAMRAO DESHMUKH,Maharashtra,Parbhani,IND,MALE,41,GENERAL,8th Pass,1,9427435,2700000,0,Batsman,3452,7,3459,0.26,0.16,0.26,1327791,1331334,2124497
SUBHASH DATTARAV JAVLE,Maharashtra,Parbhani,IND,MALE,67,GENERAL,Graduate,2,,,0,Truck,3429,5,3434,0.26,0.16,0.26,1327791,1331334,2124497
SHAIKH SALEEM SHAIKH IBRAHIM,Maharashtra,Parbhani,AIMEIEM,MALE,46,GENERAL,8th Pass,1,50000,0,0,Ship,2617,2,2619,0.2,0.12,0.2,1327791,1331334,2124497
ADV. VINOD CHHAGANRAO AMBHORE,Maharashtra,Parbhani,BMUP,MALE,38,SC,Graduate Professional,1,,,0,Cot,2017,24,2041,0.15,0.1,0.15,1327791,1331334,2124497
VIJAY ANNASAHEB THOMBARE,Maharashtra,Parbhani,IND,MALE,41,GENERAL,5th Pass,4,7395000,2085000,0,Air conditioner,1957,2,1959,0.15,0.09,0.15,1327791,1331334,2124497
KALYAN VAIJINATHRAO KALE,Maharashtra,Jalna,INC,MALE,61,GENERAL,Others,2,1329206684,159268881,1,Hand,605504,2393,607897,44.45,30.86,44.7,1359872,1367572,1969953
DANVE RAOSAHEB DADARAO,Maharashtra,Jalna,BJP,MALE,69,GENERAL,Graduate,1,,,0,Lotus,495809,2130,497939,36.41,25.28,36.62,1359872,1367572,1969953
MANGESH SANJAY SABLE,Maharashtra,Jalna,IND,MALE,26,GENERAL,Graduate,6,2377000,1090000,0,Spanner,155335,595,155930,11.4,7.92,11.47,1359872,1367572,1969953
BAKALE PRABHAKAR DEVGAN,Maharashtra,Jalna,VBA,MALE,51,GENERAL,10th Pass,1,2744744,12500,0,Gas cylinder,37678,132,37810,2.76,1.92,2.78,1359872,1367572,1969953
CHABUKSWAR RAHUL NIRANJAN,Maharashtra,Jalna,IND,MALE,37,SC,Post Graduate,1,134000,50000,0,Nagrik,6330,7,6337,0.46,0.32,0.47,1359872,1367572,1969953
DIPAK BHIMRAO BORHADE,Maharashtra,Jalna,SMNKJP,MALE,40,GENERAL,12th Pass,3,49983127,3666017,0,Road roller,5498,24,5522,0.4,0.28,0.41,1359872,1367572,1969953
MUKESH PRABHAT RATHOD,Maharashtra,Jalna,AKBRPRVP,MALE,30,GENERAL,Others,2,257100,0,0,Ship,2580,11,2591,0.19,0.13,0.19,1359872,1367572,1969953
DNYANESHWAR DAGDUJI NADE,Maharashtra,Jalna,IND,MALE,57,SC,8th Pass,1,281784,0,0,Sewing machine,1142,1,1143,0.08,0.06,0.08,1359872,1367572,1969953
VIKAS CHHAGAN LAHANE,Maharashtra,Jalna,IND,MALE,42,SC,Graduate,1,1854000,1250000,0,Air conditioner,644,0,644,0.05,0.03,0.05,1359872,1367572,1969953
BHUMARE SANDIPANRAO ASARAM,Maharashtra,Aurangabad,SHS,MALE,62,GENERAL,10th Pass,4,,,1,Bow and arrow,474434,1696,476130,36.55,23.1,36.73,1296424,1302783,2061220
IMTIAZ JALEEL SYED,Maharashtra,Aurangabad,AIMIM,MALE,55,GENERAL,Post Graduate,5,43094122,2474000,0,Kite,340877,603,341480,26.21,16.57,26.34,1296424,1302783,2061220
CHANDRAKANT KHAIRE,Maharashtra,Aurangabad,SHSUBT,MALE,72,GENERAL,12th Pass,5,115574289,47397808,0,Flaming torch,291870,1580,293450,22.52,14.24,22.64,1296424,1302783,2061220
AFSAR KHAN YASEEN KHA,Maharashtra,Aurangabad,VBA,MALE,54,GENERAL,12th Pass,2,64255589,0,0,Gas cylinder,69087,179,69266,5.32,3.36,5.34,1296424,1302783,2061220
HARSHWARDHAN DADA RAIBHANJI JADHAV,Maharashtra,Aurangabad,IND,MALE,46,GENERAL,Graduate,8,27595329,1183691,0,Television,39654,174,39828,3.06,1.93,3.07,1296424,1302783,2061220
DR JIVAN BHAWLAL RAJPUT,Maharashtra,Aurangabad,IND,MALE,42,GENERAL,Post Graduate,1,,,0,T.V. Remote,3788,19,3807,0.29,0.18,0.29,1296424,1302783,2061220
MANISHA KHARAT,Maharashtra,Aurangabad,BAHUMP,FEMALE,41,SC,Graduate,2,1975000,1500000,0,Petrol pump,3097,8,3105,0.24,0.15,0.24,1296424,1302783,2061220
JAGANNATH KHANDERAO JADHAV J K JADHAV,Maharashtra,Aurangabad,IND,MALE,74,GENERAL,Doctorate,6,,,0,Room cooler,2916,16,2932,0.23,0.14,0.23,1296424,1302783,2061220
GALPHADE ARJUN BHAGWANRAO,Maharashtra,Aurangabad,RKBP,MALE,56,SC,Graduate,1,10400000,2900000,0,Ring,2185,7,2192,0.17,0.11,0.17,1296424,1302783,2061220
ARVIND KISANRAO KAMBLE,Maharashtra,Aurangabad,BARESP,MALE,31,SC,12th Pass,3,570000,125000,0,Nagrik,1975,4,1979,0.15,0.1,0.15,1296424,1302783,2061220
SURESH ASARAM FULARE,Maharashtra,Aurangabad,IND,MALE,44,GENERAL,12th Pass,2,11626816,2050000,0,Flute,910,1,911,0.07,0.04,0.07,1296424,1302783,2061220
DR. BHARATI PRAVIN PAWAR,Maharashtra,Dindori,BJP,FEMALE,45,ST,Graduate Professional,1,228598164,275000,0,Lotus,462333,1807,464140,37.37,24.98,37.65,1232664,1241985,1857924
KARAN PANDHARINATH GAIKAR,Maharashtra,Nashik,VBA,MALE,36,GENERAL,12th Pass,3,18097033,1286000,0,Gas cylinder,47114,79,47193,3.81,2.32,3.83,1231019,1237613,2033175
SHANTIGIRIJI MAUNGIRIJI MAHARAJ,Maharashtra,Nashik,IND,MALE,64,GENERAL,10th Pass,1,388844285,75000,0,Bucket,44415,109,44524,3.6,2.19,3.62,1231019,1237613,2033175
ARUN MADHUKAR KALE,Maharashtra,Nashik,BSP,MALE,50,SC,12th Pass,4,3954020,970000,0,Elephant,7698,53,7751,0.63,0.38,0.63,1231019,1237613,2033175
DARSHANA AMOL MEDHE,Maharashtra,Nashik,PRCP,FEMALE,38,SC,10th Pass,1,4671150,0,0,Ganna kisan,4730,6,4736,0.38,0.23,0.38,1231019,1237613,2033175
SUDHIR SHRIDHAR DESHMUKH,Maharashtra,Nashik,IND,MALE,63,GENERAL,Post Graduate,1,17168406,0,0,Trumpet,3162,5,3167,0.26,0.16,0.26,1231019,1237613,2033175
JITENDRA NARESH BHABHE (JITENDRA BHAVE),Maharashtra,Nashik,IND,MALE,54,GENERAL,Graduate,1,6877400,4001259,0,Bat,3125,7,3132,0.25,0.15,0.25,1231019,1237613,2033175
GANESH BALASAHEB BORASTE,Maharashtra,Nashik,IND,MALE,36,GENERAL,Others,1,5660100,2000000,0,Gas Stove,2403,1,2404,0.19,0.12,0.2,1231019,1237613,2033175
SOPAN NIVRUTTI SOMWANSHI,Maharashtra,Nashik,IND,MALE,39,GENERAL,Others,1,,,0,Sewing machine,1210,1,1211,0.1,0.06,0.1,1231019,1237613,2033175
ADV. ZUNJAR MHASUJI AVHAD,Maharashtra,Nashik,BARESP,MALE,82,GENERAL,Graduate Professional,1,25000,0,0,Whistle,1205,5,1210,0.1,0.06,0.1,1231019,1237613,2033175
RAJESH RAGHUNATH PATIL,Maharashtra,Palghar,BVA,MALE,49,ST,12th Pass,1,76326919,433716,0,Whistle,254011,506,254517,18.49,11.84,18.82,1352689,1376677,2148850
DINKAR DATTATRAYA WADHAN,Maharashtra,Palghar,IND,MALE,58,ST,10th Pass,1,,,0,Well,10672,15,10687,0.78,0.5,0.79,1352689,1376677,2148850
AMAR KISAN KAVALE,Maharashtra,Palghar,IND,MALE,35,ST,10th Pass,1,1319000,0,0,Battery Torch,9806,15,9821,0.71,0.46,0.73,1352689,1376677,2148850
NILESH BHAGWAN SAMBARE,Maharashtra,Bhiwandi,IND,MALE,48,GENERAL,12th Pass,6,,,0,Sewing machine,230254,1163,231417,18.44,11.09,18.6,1244052,1254778,2087604
RAHUL ASHOK KATHOLE,Maharashtra,Bhiwandi,IND,MALE,34,GENERAL,Graduate Professional,6,24249383,80561,0,Battery Torch,3131,4,3135,0.25,0.15,0.25,1244052,1254778,2087604
SURESH PANDAGALE,Maharashtra,Bhiwandi,apnipp,MALE,48,SC,Literate,1,,,0,Whistle,1997,16,2013,0.16,0.1,0.16,1244052,1254778,2087604
KHAN MOHD AKARAM ABDUL HANAN,Maharashtra,Bhiwandi,AIMIM,MALE,48,GENERAL,12th Pass,1,32809005,0,0,Kite,1739,2,1741,0.14,0.08,0.14,1244052,1254778,2087604
DANISH EZAZ AH. SHAIKH,Maharashtra,Bhiwandi,BAHUMP,MALE,47,GENERAL,10th Pass,4,111000,0,0,Ganna kisan,1580,6,1586,0.13,0.08,0.13,1244052,1254778,2087604
WASEEM TUFAIL SIDDIQUI,Maharashtra,Bhiwandi,IND,MALE,48,GENERAL,12th Pass,2,50100,0,0,Kettle,803,2,805,0.06,0.04,0.06,1244052,1254778,2087604
VAISHALI DAREKAR - RANE,Maharashtra,Kalyan,SHSUBT,FEMALE,49,GENERAL,Post Graduate,2,51504494,1561727,0,Flaming torch,379236,1256,380492,36.33,18.27,36.8,1034050,1047247,2082800
MO. SAHABUDDIN SHAIKH SULEMANI THAKUR,Maharashtra,Kalyan,VBA,MALE,66,GENERAL,Others,1,53432410,13200000,0,Gas cylinder,18697,44,18741,1.79,0.9,1.81,1034050,1047247,2082800
ASHWINI AMOL KENDRE,Maharashtra,Kalyan,IND,FEMALE,34,SC,Graduate,1,3097000,1957000,0,Carrom board,2461,7,2468,0.24,0.12,0.24,1034050,1047247,2082800
ABHIJIT WAMANRAO BICHUKALE,Maharashtra,Kalyan,IND,MALE,48,SC,Graduate,1,929111,0,0,Television,1823,1,1824,0.17,0.09,0.18,1034050,1047247,2082800
SHIVA KRISHNAMURTI IYER,Maharashtra,Kalyan,IND,MALE,61,GENERAL,Post Graduate,1,,,0,Bat,435,2,437,0.04,0.02,0.04,1034050,1047247,2082800
NARESH GANPAT MHASKE,Maharashtra,Thane,SHS,MALE,54,GENERAL,12th Pass,2,262602215,46063890,1,Bow and arrow,732109,2122,734231,56,29.27,56.87,1291167,1311056,2508072
RAJAN BABURAO VICHARE,Maharashtra,Thane,SHSUBT,MALE,62,GENERAL,10th Pass,6,297279258,41899116,0,Flaming torch,515013,2207,517220,39.45,20.62,40.06,1291167,1311056,2508072
VIJAY DNYANOBA GHATE,Maharashtra,Thane,RBS,MALE,55,SC,8th Pass,5,,,0,Whistle,1870,17,1887,0.14,0.08,0.15,1291167,1311056,2508072
MALLIKARJUN SAYBANNA PUJARI,Maharashtra,Thane,IND,MALE,53,GENERAL,Literate,2,6001100,4750000,0,Apple,597,2,599,0.05,0.02,0.05,1291167,1311056,2508072
MUNNALAL GAJRAJ PRAJAPATI,Maharashtra,Mumbai North,IND,MALE,48,GENERAL,5th Pass,6,394000,0,0,Cot,968,3,971,0.09,0.05,0.09,1022147,1036495,1812115
GURUDAS RAMDAS KHAIRNAR,Maharashtra,Mumbai North,IND,MALE,61,SC,8th Pass,1,,,0,Sewing machine,484,2,486,0.05,0.03,0.05,1022147,1036495,1812115
SAYED ZULFIQAR ALAM,Maharashtra,Mumbai North,BAHUMP,MALE,41,GENERAL,5th Pass,1,2260000,0,0,Television,344,4,348,0.03,0.02,0.03,1022147,1036495,1812115
RAVINDRA DATTARAM WAIKAR,Maharashtra,Mumbai North West,SHS,MALE,65,GENERAL,Graduate,3,545049854,44810574,1,Bow and arrow,451094,1550,452644,47.39,26.08,48.16,939778,955050,1735295
PARMESHWAR ASHOK RANSHUR,Maharashtra,Mumbai North West,VBA,MALE,36,SC,8th Pass,2,11932601,7255000,0,Gas cylinder,10001,51,10052,1.05,0.58,1.07,939778,955050,1735295
RAJESH RAMKISAN MALLAH,Maharashtra,Mumbai North West,BSP,MALE,43,GENERAL,8th Pass,1,,,0,Elephant,4790,22,4812,0.5,0.28,0.51,939778,955050,1735295
BHARAT KHIMJI SHAH,Maharashtra,Mumbai North West,HSP,MALE,53,GENERAL,12th Pass,1,,,0,Auto- rickshaw,932,5,937,0.1,0.05,0.1,939778,955050,1735295
SUSHMA DAYANAND MEHTA,Maharashtra,Mumbai North West,IND,FEMALE,42,GENERAL,10th Pass,1,,,0,Cot,875,7,882,0.09,0.05,0.09,939778,955050,1735295
DAULAT KADAR KHAN,Maharashtra,Mumbai North East,VBA,MALE,44,GENERAL,Literate,1,,,0,Air conditioner,14571,86,14657,1.58,0.9,1.6,916296,927267,1637292
PROF. DR. PRASHANT GANGAWANE,Maharashtra,Mumbai North East,DJHP,MALE,41,SC,Doctorate,1,,,0,Pressure cooker,2338,35,2373,0.26,0.14,0.26,916296,927267,1637292
PREM RAMAPATI GUPTA,Maharashtra,Mumbai North East,IND,MALE,54,GENERAL,5th Pass,3,3595501,0,0,Cot,1598,3,1601,0.17,0.1,0.17,916296,927267,1637292
GAIKWAD VARSHA EKNATH,Maharashtra,Mumbai North Central,INC,FEMALE,49,GENERAL,Post Graduate,7,76848656,10160000,1,Hand,444098,1447,445545,48.92,25.54,49.46,900813,910742,1744297
RAMZAN ALI CHAUDHARY,Maharashtra,Mumbai North Central,AIMIM,MALE,40,GENERAL,Graduate Professional,1,45200716,0,0,Kite,1521,10,1531,0.17,0.09,0.17,900813,910742,1744297
AJAZ MOHAMMAD SAFI KHAN,Maharashtra,Mumbai North Central,IND,MALE,42,GENERAL,8th Pass,11,4446127,0,0,Dumbbells,1041,0,1041,0.11,0.06,0.12,900813,910742,1744297
HARSHADA BABURAV JADHAV,Maharashtra,Mumbai North Central,MVA,FEMALE,36,GENERAL,Graduate Professional,1,,,0,Road roller,673,17,690,0.08,0.04,0.08,900813,910742,1744297
ADV ASIF ALI SIDDIQUIE,Maharashtra,Mumbai North Central,IND,MALE,52,GENERAL,Post Graduate,1,6224745,4272468,0,Ship,681,2,683,0.07,0.04,0.08,900813,910742,1744297
MUZAFAR ALI SHAIKH,Maharashtra,Mumbai North Central,IND,MALE,33,GENERAL,10th Pass,1,1395341,534477,0,Walking stick,173,0,173,0.02,0.01,0.02,900813,910742,1744297
ADV. SANTOSH PUNJIRAM SANJKAR,Maharashtra,Mumbai South Central,IND,MALE,48,SC,Post Graduate,4,1638030,0,0,Whistle,1565,13,1578,0.2,0.11,0.2,781101,794872,1474660
SAEED CHOUDHARY,Maharashtra,Mumbai South Central,SDPI,MALE,49,GENERAL,8th Pass,5,3622311,31249,0,Auto- rickshaw,1186,5,1191,0.15,0.08,0.15,781101,794872,1474660
ARVIND GANPAT SAWANT,Maharashtra,Mumbai South,SHSUBT,MALE,72,GENERAL,Graduate,1,50485191,0,1,Flaming torch,393735,1920,395655,51.16,25.75,52.08,759702,773328,1536443
GOHIL MANISHA SHIVRAM,Maharashtra,Mumbai South,IND,FEMALE,43,SC,10th Pass,3,4540800,1252760,0,Whistle,1032,13,1045,0.14,0.07,0.14,759702,773328,1536443
RAHUL PHANASWADIKAR,Maharashtra,Mumbai South,LSEP,MALE,29,GENERAL,8th Pass,1,4708000,0,0,Sewing machine,784,3,787,0.1,0.05,0.1,759702,773328,1536443
PRASHANT PRAKASH GHADGE,Maharashtra,Mumbai South,IND,MALE,38,GENERAL,8th Pass,2,25000,0,0,Air conditioner,487,3,490,0.06,0.03,0.06,759702,773328,1536443
KUMUDINI RAVINDRA CHAVAN,Maharashtra,Raigad,VBA,FEMALE,49,GENERAL,Post Graduate,1,,,0,Pressure cooker,19500,118,19618,1.93,1.17,1.99,986002,1015216,1669722
CHAULE PANDURANG DAMODAR,Maharashtra,Raigad,IND,MALE,70,GENERAL,10th Pass,2,1540618,303000,0,Ship,2394,23,2417,0.24,0.14,0.25,986002,1015216,1669722
SHRIRANG APPA CHANDU BARNE,Maharashtra,Maval,SHS,MALE,60,GENERAL,10th Pass,3,1318591631,8528711,1,Bow and arrow,692101,731,692832,48.78,26.79,49.39,1402641,1420227,2585776
SANJOG BHIKU WAGHERE PATIL,Maharashtra,Maval,SHSUBT,MALE,59,GENERAL,10th Pass,3,,,0,Flaming torch,595542,675,596217,41.98,23.06,42.51,1402641,1420227,2585776
